wavelength,transmission
665.83218586119, 0.7934865689448143
669.0929598921864, 0.7910779036141871
672.3537339231829, 0.7902695764682328
675.3427767849296, 0.7870614218830706
678.8752819851757, 0.784652076714642
682.136056016172, 0.7838437495686879
685.3968300471684, 0.7806349151457241
688.6576040781649, 0.779559864968991
691.9183781091613, 0.7774179226691427
694.9074209709079, 0.7742097680839806
698.7116573404037, 0.7725999121700868
701.7007002021503, 0.7709920957695977
704.9614742331469, 0.7688501534697493
708.2222482641432, 0.766708211169901
711.4830222951396, 0.7645662688700525
714.7437963261359, 0.7613574344470889
717.7328391878827, 0.7581492798619267
721.2653443881288, 0.7560066577242768
724.5261184191252, 0.7525311002705344
727.7868924501215, 0.7493222658475707
731.0476664811181, 0.746113431424607
734.3084405121144, 0.7442382121555375
737.5692145431108, 0.7420962698556892
740.8299885741071, 0.7388874354327255
744.0907626051035, 0.7367454931328771
747.3515366361, 0.7346035508330288
750.6123106670964, 0.7324616085331804
753.8730846980927, 0.7292527741102166
757.1338587290891, 0.7281777239334837
760.3946327600856, 0.7260357816336354
763.655406791082, 0.7238938393337869
767.1879119913281, 0.7212177711345795
770.1769548530747, 0.7196099547340902
773.1659977148215, 0.7164018001489281
776.9702340843173, 0.7147919442350344
779.9592769460639, 0.7131841278345452
783.2200509770603, 0.710775462503918
786.4808250080566, 0.7099671353579637
789.4698678698035, 0.7067589807728016
793.0023730700495, 0.7067501428813825
796.2631471010459, 0.7035413084584188
799.5239211320422, 0.7011326431277916
802.7846951630388, 0.7003243159818373
806.0454691940351, 0.7003161579282197
809.3062432250315, 0.6976407695668136
812.5670172560278, 0.6970991654516383
815.8277912870242, 0.6960241152749053
819.0885653180208, 0.6938821729750568
822.3493393490171, 0.6938740149214391
825.6101133800134, 0.6906651804984755
828.8708874110098, 0.6906570224448578
832.1316614420064, 0.6895819722681247
835.3924354730027, 0.6874400299682764
838.653209503999, 0.6874318719146587
841.9139835349954, 0.6852899296148103
845.1747575659917, 0.6842148794380774
848.707262766238, 0.6826057033619851
851.6963056279847, 0.6809978869614959
854.957079658981, 0.6809897289078782
857.9461225207278, 0.677781574322716
861.4786277209739, 0.6777727364312969
864.7394017519703, 0.6753640711006696
868.0001757829666, 0.6745557439547154
871.260949813963, 0.6745475859010978
874.5217238449595, 0.6713387514781342
877.7824978759559, 0.6713305934245164
881.0432719069522, 0.6691886511246681
884.3040459379486, 0.6681136009479349
887.5648199689449, 0.6675719968327596
890.8255939999415, 0.6648966084713536
894.0863680309378, 0.6648884504177359
897.3471420619342, 0.6627465081178876
900.3361849236808, 0.6616721377789561
903.8686901239271, 0.6611298538259791
907.1294641549234, 0.6584544654645731
910.3902381859198, 0.6584463074109554
913.6510122169161, 0.6568378111726647
916.9117862479125, 0.655229314934374
920.172560278909, 0.6552211568807563
923.4333343099054, 0.6520123224577927
926.6941083409017, 0.652004164404175
929.9548823718981, 0.6509291142274418
933.2156564028946, 0.6487871719275935
936.476430433891, 0.6487790138739759
939.7372044648873, 0.6455701794510122
942.9979784958837, 0.6455620213973945
946.2587525268802, 0.6434200790975462
949.5195265578766, 0.642345028920813
952.7803005888729, 0.64126997874408
956.0410746198693, 0.6391280364442317
959.3018486508656, 0.639119878390614
962.5626226818622, 0.6359110439676503
965.8233967128585, 0.6359028859140325
969.0841707438549, 0.6337609436141842
972.3449447748512, 0.6326858934374513
975.6057188058478, 0.632144289322276
978.8664928368441, 0.6294689009608698
982.1272668678405, 0.6294607429072521
985.3880408988368, 0.6273188006074037
988.6488149298332, 0.6262437504306708
991.9095889608298, 0.6257021463154955
995.1703629918261, 0.6230267579540893
998.4311370228224, 0.6230185999004717
