wavelength,B,G,R
625,0.01869078026005127,0.20180989210788974,0.8340832874288492
626,0.019530609783919357,0.19768464560719912,0.833136032071524
627,0.02046786326437538,0.1938176780704321,0.8322128980451259
628,0.02149483428045483,0.19024403402194656,0.8313120597139134
629,0.022586753568651894,0.18683960285381937,0.8304394825875607
630,0.023715702089451656,0.18347448749060838,0.8296017252488986
631,0.02485376080333923,0.18004323942470113,0.8288053462807581
632,0.025973396347879974,0.17658693947962342,0.8280556138052466
633,0.027061930136914665,0.17320101243680977,0.8273431467209413
634,0.02812590076551883,0.16998018162378786,0.826649277492377
635,0.029173123159615004,0.16697765319047467,0.8259551910433678
636,0.0302114122451257,0.1641854744502315,0.8252420722977276
637,0.031248493974129533,0.16159078798515297,0.8244972514004556
638,0.03229118453086101,0.15918073655556422,0.8237341827169913
639,0.03334576734687526,0.15694368303043307,0.822973261422154
640,0.034418519119961064,0.15487212337043055,0.8222348827453755
641,0.03551571654770731,0.15295942785269354,0.8215392300663789
642,0.03664026953432409,0.15119896675435907,0.8208881179332832
643,0.037781778110865624,0.14958429344224725,0.8202510474364606
644,0.03892655370693575,0.14811776164363918,0.819594236818819
645,0.04006090775213828,0.14681423873923863,0.8188839043232669
646,0.04117126362889182,0.14568954682909765,0.8180873978313243
647,0.042252374431078425,0.14475950801326842,0.8171894708311049
648,0.04331292829797051,0.1440377133270705,0.8161885376200602
649,0.044362940305345155,0.14351246871088738,0.8150833793683426
650,0.0454124255289794,0.14315607104776154,0.8138727772461045
651,0.046470762646727545,0.14294056373054664,0.8125556482633
652,0.04753803234061912,0.14283799015209647,0.811131644032703
653,0.048607270738899,0.14282766440310343,0.8096006633543353
654,0.04967133917130665,0.1429198650798881,0.807962605214211
655,0.05072309896758154,0.14313311237717632,0.8062173710263103
656,0.05175621328554003,0.14348592656034018,0.8043653227222942
657,0.05276858779555001,0.14399687368072212,0.8024078242830315
658,0.053759526074341465,0.14468860932950342,0.8003463714181219
659,0.05472833255629846,0.1455910509880198,0.7981824598371651
660,0.05567432773532985,0.14673486273983105,0.795916553075348
661,0.056599891225937886,0.148150708668497,0.793527399042088
662,0.05751406560530197,0.14986740265556037,0.7909730984743154
663,0.05842677035845812,0.1518842396631352,0.7882109337957417
664,0.05934792497044234,0.15417681458783308,0.7851983978040229
665,0.060287005299165634,0.156720053508792,0.7819271798136193
666,0.061243756271719046,0.1594888974082368,0.7784606982280601
667,0.06220844735981127,0.16245973407303008,0.7748714062395042
668,0.06317095551445108,0.16561158736649634,0.7711938426153168
669,0.06412115768664722,0.16892376109181834,0.7670819865968668
670,0.06504998574431413,0.1723781536036792,0.7619701514929018
671,0.06595588198426193,0.17597965968806348,0.7554171945251297
672,0.06684054613124134,0.17974519275377795,0.7484711271743008
673,0.0677056910831502,0.1836871444376725,0.7427588591494102
674,0.06855302777788959,0.1877505167252085,0.738128138207585
675,0.06938241937411158,0.19182935867582518,0.7339150276258078
676,0.07018844901434768,0.19582479564825475,0.7297494435030003
677,0.07096476282117627,0.1997933040751647,0.7256160646735939
678,0.07170500691717588,0.20392885606693098,0.7215207432604084
679,0.07240307146381086,0.20843017067983882,0.7174730299635205
680,0.07306152389131491,0.21341240232660402,0.713511131084438
681,0.0736937564279019,0.21858695378966295,0.7096866321277119
682,0.07431384144112187,0.22357602133518717,0.706050996681188
683,0.0749358512985249,0.22852623114934018,0.7026363442174186
684,0.0755716923968123,0.23400473075815198,0.6994394488505314
685,0.07621225199976918,0.24011681845567007,0.6964533177961986
686,0.07683660189303639,0.2459867049102812,0.6936709582700923
687,0.07742368234078635,0.251053801656901,0.6910916986572798
688,0.07795243364086331,0.25577904447669464,0.6887419999113876
689,0.07840601157502944,0.2607353927325217,0.6866556013706387
690,0.07878343345791763,0.2660426039385034,0.6848662424614099
691,0.07908744655871715,0.2714953496849002,0.6834075136961731
692,0.07932079814661712,0.2769399907805779,0.6823001825991033
693,0.07948616761118218,0.2823703419469962,0.681542508748494
694,0.07958186712341794,0.2877816445443028,0.681130471450586
695,0.07959926470422482,0.2930129435298674,0.6810600500116206
696,0.079529110100697,0.2978338107206399,0.6813263757223553
697,0.07936215305992872,0.30207594764485574,0.6819115393606181
698,0.07909054003946445,0.30578323610477337,0.6827874101247303
699,0.0787251458291132,0.3090445813801852,0.6839255834890967
700,0.07829022704647616,0.31194759849789744,0.6852976549281218
701,0.07781032969996514,0.3145533957658848,0.6868764777736206
702,0.07730999979799195,0.31689822428557973,0.6886418193072162
703,0.07681016731439402,0.31901737523486895,0.690575809820968
704,0.07631411495512483,0.32094607775180684,0.6926605816558079
705,0.07581975010858294,0.3227084647506875,0.6948782847844234
706,0.07532497887879308,0.3243048528206996,0.6972151436540253
707,0.07482767504894028,0.32573247698810226,0.699666644511845
708,0.07432137018130883,0.32698857227915407,0.7022295537423686
709,0.07379091999610611,0.32807044364976207,0.7049006377300818
710,0.07322014870036937,0.3289769050774972,0.7076676995726826
711,0.07259288050113592,0.3297082263423919,0.7104673385716062
712,0.0718941406794001,0.33026473650598437,0.7132180008494542
713,0.07113144175062028,0.330646764629813,0.7158381111570541
714,0.07033225291955435,0.33085733199440026,0.7182491482326183
715,0.0695247360936023,0.3309183598451545,0.7204241137786892
716,0.06873705318016411,0.33085986538435347,0.7223788804276033
717,0.06799347553843559,0.3307118966203133,0.7241306260397524
718,0.06729390904345971,0.33050449134117466,0.7256965284755283
719,0.06662884703899268,0.33025952042442486,0.7270917853532171
720,0.06598876267561553,0.3299759987279864,0.7283198143125115
721,0.06536413564884187,0.3296489732214604,0.7293796944921115
722,0.06474796380986891,0.3292734908744478,0.7302704982468669
723,0.06413955824798223,0.32884539984278977,0.730991295221995
724,0.06353920351757916,0.32838741663963056,0.7315402848535962
725,0.06294718417305706,0.32795486985587374,0.7319135545523522
726,0.062364082144198175,0.3276050515453601,0.732106877521649
727,0.061798592620739966,0.32739525376193057,0.7321160269648725
728,0.0612683018418805,0.32737887828321116,0.7319369900514392
729,0.060791249388889385,0.32757326393251357,0.7315713385367836
730,0.060385474843036246,0.32797620377421627,0.7310266242261958
731,0.060066531693447285,0.3285852977809401,0.730310692099846
732,0.05982977050976128,0.32939814594229594,0.7294313871379043
733,0.05966071804940151,0.33041281257602156,0.7283968171770877
734,0.05954483565081935,0.3316290377401487,0.727217163013998
735,0.05946758580844144,0.3330469393944792,0.7259035881003814
736,0.059417752206792254,0.33466663549881454,0.7244672617936223
737,0.059394720158790874,0.33648801304600406,0.7229193483519503
738,0.05939998580999033,0.3384972222168186,0.7212614529269112
739,0.05943504530594367,0.34065919053532234,0.7194657759312275
