wv,Eu,Er,Ho,Tb,Sm,Dy,Tm
261.19,-5.40E-06,5.95E-06,-2.96E-05,-2.85E-05,2.11E-05,-2.34E-06,2.24E-05
261.4,-7.91E-06,7.29E-06,-1.82E-05,-1.77E-05,2.22E-05,4.68E-06,1.92E-05
261.61,-7.31E-06,1.59E-05,-1.43E-05,-1.99E-05,2.24E-05,9.02E-06,1.98E-05
261.81,-1.87E-06,2.10E-05,-1.94E-05,-2.19E-05,2.00E-05,4.96E-06,9.70E-06
262.02,-2.35E-06,2.03E-05,-1.46E-05,-1.87E-05,1.75E-05,9.13E-07,7.35E-06
262.23,-2.87E-06,1.66E-05,-4.39E-06,-1.04E-05,1.51E-05,-3.14E-06,5.37E-06
262.43,-9.66E-06,9.19E-06,-6.58E-06,-1.18E-05,7.13E-06,4.65E-06,6.13E-06
262.64,-1.25E-05,3.65E-06,-9.99E-06,-1.60E-05,-5.57E-06,2.25E-05,7.26E-06
262.85,-8.55E-06,1.18E-07,-1.30E-05,-8.55E-06,-1.83E-05,4.03E-05,3.80E-06
263.05,-5.81E-06,7.72E-06,-8.32E-06,-5.89E-07,-3.10E-05,5.81E-05,5.76E-06
263.26,-5.25E-06,4.54E-06,-7.44E-06,1.85E-07,-5.30E-05,6.26E-05,4.83E-06
263.47,-5.36E-06,-1.42E-06,-9.22E-06,-6.06E-06,-7.68E-05,6.45E-05,1.17E-06
263.68,-3.97E-06,-6.15E-06,-5.61E-06,-3.49E-08,-0.00010055,6.64E-05,-2.54E-06
263.88,-5.92E-06,-8.89E-06,-2.37E-06,4.40E-06,-0.00011633,6.59E-05,-8.50E-07
264.09,-5.23E-06,-8.39E-06,-6.81E-06,-1.76E-06,-8.31E-05,5.07E-05,-3.09E-06
264.3,-5.52E-06,-1.44E-05,-1.07E-05,-2.70E-06,-4.98E-05,3.56E-05,-2.04E-06
264.5,4.03E-07,-1.21E-05,-9.39E-06,-3.86E-06,-1.66E-05,2.05E-05,-6.86E-07
264.71,-7.29E-08,-6.37E-06,-8.82E-06,-6.15E-06,-7.48E-07,1.36E-05,-6.62E-07
264.92,-1.81E-06,-1.06E-08,-2.83E-06,-5.61E-06,-6.97E-06,1.71E-05,9.36E-07
265.13,-3.82E-06,5.45E-07,-9.16E-07,-9.99E-06,-1.32E-05,2.06E-05,-4.06E-06
265.33,-6.90E-06,1.38E-06,-4.20E-06,-1.07E-05,-1.94E-05,2.41E-05,-4.43E-07
265.54,-1.06E-06,3.38E-06,-6.39E-06,-8.01E-06,-2.26E-05,2.04E-05,2.00E-06
265.75,-3.85E-06,6.94E-06,-6.19E-06,-1.27E-05,-2.48E-05,1.41E-05,-7.75E-06
265.95,1.61E-06,3.41E-06,-9.69E-06,-1.45E-05,-2.69E-05,7.93E-06,-9.96E-06
266.16,2.40E-06,5.63E-06,-1.24E-05,-1.55E-05,-2.78E-05,1.53E-06,-1.21E-05
266.37,8.95E-06,1.62E-05,-1.59E-05,-2.14E-05,-3.77E-06,-8.21E-06,-7.66E-06
266.58,1.21E-05,2.27E-05,-1.36E-05,-1.86E-05,2.03E-05,-1.79E-05,-1.01E-05
266.78,1.36E-05,2.04E-05,-1.39E-05,-1.04E-05,4.44E-05,-2.77E-05,-8.60E-06
266.99,1.62E-05,1.36E-05,-1.87E-05,-1.63E-05,4.63E-05,-3.38E-05,-1.01E-05
267.2,1.81E-05,7.27E-06,-2.34E-05,-1.25E-05,7.28E-06,-3.33E-05,-1.71E-05
267.41,1.94E-05,9.40E-06,-1.84E-05,-1.06E-05,-3.17E-05,-3.27E-05,-8.46E-06
267.61,1.37E-05,1.55E-05,-2.14E-05,-1.49E-05,-7.07E-05,-3.22E-05,-4.89E-06
267.82,1.55E-05,1.16E-05,-2.37E-05,-1.48E-05,-4.48E-05,-3.84E-05,5.40E-06
268.03,1.06E-05,1.06E-05,-2.00E-05,-1.49E-05,1.48E-05,-4.82E-05,4.00E-06
268.24,1.05E-05,8.68E-06,-1.76E-05,-9.89E-06,7.43E-05,-5.79E-05,7.23E-06
268.44,8.42E-06,1.12E-05,-1.41E-05,-7.66E-06,0.00013392,-6.77E-05,1.37E-06
268.65,4.37E-06,9.10E-06,-1.22E-05,-4.14E-06,9.81E-05,-7.09E-05,1.17E-07
268.86,3.55E-06,5.68E-06,-1.07E-05,-9.56E-06,5.88E-05,-7.39E-05,-3.51E-06
269.07,1.95E-06,8.24E-06,-1.22E-05,-1.42E-05,1.96E-05,-7.68E-05,3.18E-08
269.27,6.17E-06,1.50E-05,-2.05E-05,-2.05E-05,-7.89E-06,-6.89E-05,1.45E-05
269.48,2.29E-06,1.26E-05,-1.57E-05,-1.72E-05,-3.83E-06,-3.18E-05,3.81E-06
269.69,5.07E-06,8.01E-06,-1.29E-05,-1.24E-05,2.37E-07,5.36E-06,1.81E-06
269.9,5.43E-06,9.18E-06,-1.19E-05,-7.69E-06,4.30E-06,4.25E-05,1.13E-06
270.1,1.88E-06,1.68E-05,-9.78E-06,-5.62E-06,1.33E-05,5.69E-05,1.74E-07
270.31,-2.80E-06,1.49E-05,-7.52E-07,-8.72E-06,2.57E-05,5.50E-05,-1.51E-06
270.52,8.57E-07,4.50E-06,-5.53E-06,-1.18E-05,3.82E-05,5.31E-05,4.93E-07
270.73,3.45E-06,6.75E-07,-1.35E-05,-2.03E-05,5.07E-05,5.12E-05,4.41E-06
270.93,4.70E-06,-2.68E-07,-9.77E-06,-1.22E-05,4.31E-05,4.81E-05,4.06E-06
271.14,2.94E-06,-3.35E-06,-4.92E-06,-4.06E-06,3.30E-05,4.48E-05,3.49E-06
271.35,-3.68E-07,-7.19E-06,1.30E-06,-1.64E-06,2.30E-05,4.16E-05,-6.66E-07
271.56,1.71E-06,-3.78E-06,-6.33E-06,-4.79E-06,1.62E-05,4.03E-05,1.51E-06
271.76,5.69E-06,-5.02E-07,-1.30E-05,-1.58E-05,2.19E-05,4.68E-05,3.08E-06
271.97,5.85E-06,5.00E-06,-1.28E-05,-1.89E-05,2.75E-05,5.33E-05,7.15E-06
272.18,7.43E-06,-1.50E-06,-8.76E-06,-1.94E-05,3.32E-05,5.98E-05,5.40E-06
272.39,1.32E-05,-5.12E-07,-1.83E-05,-2.18E-05,1.78E-05,5.53E-05,7.53E-06
272.59,8.00E-06,6.40E-06,-1.50E-05,-1.76E-05,-1.74E-05,4.04E-05,1.02E-05
272.8,5.35E-06,6.83E-06,-1.16E-05,-1.31E-05,-5.27E-05,2.55E-05,4.60E-06
273.01,5.30E-06,5.19E-06,-1.06E-05,-1.12E-05,-8.80E-05,1.06E-05,6.15E-06
273.22,1.30E-05,7.54E-06,-1.30E-05,-1.14E-05,-8.23E-05,1.88E-05,1.52E-05
273.43,1.37E-05,1.25E-05,-1.04E-05,-6.84E-06,-6.82E-05,3.18E-05,1.53E-05
273.63,1.40E-05,4.06E-06,-9.75E-06,-6.34E-06,-5.41E-05,4.48E-05,1.54E-05
273.84,1.28E-05,2.55E-06,-9.98E-06,-8.05E-06,-4.12E-05,5.35E-05,1.63E-05
274.05,1.01E-05,-4.41E-06,-7.08E-06,-6.35E-06,-3.55E-05,3.58E-05,1.11E-05
274.26,1.34E-05,-4.23E-06,-1.02E-05,-8.87E-06,-2.98E-05,1.82E-05,1.51E-05
274.47,8.73E-06,-1.13E-05,-8.92E-06,-7.65E-06,-2.41E-05,5.53E-07,1.44E-05
274.67,9.61E-06,-9.76E-06,-8.46E-06,-9.79E-06,-1.68E-05,-1.39E-05,1.34E-05
274.88,8.62E-06,-5.52E-06,-6.31E-06,-6.66E-06,-7.54E-06,-2.44E-05,1.54E-05
275.09,7.85E-06,-3.82E-06,-1.25E-05,-1.37E-05,1.69E-06,-3.50E-05,1.72E-05
275.3,4.36E-06,-5.44E-06,-1.52E-05,-2.37E-05,1.09E-05,-4.56E-05,6.36E-06
275.51,1.55E-06,-9.58E-06,-1.19E-05,-2.57E-05,9.00E-06,-3.60E-05,7.69E-06
275.71,-7.78E-07,-6.93E-06,-1.73E-05,-2.82E-05,3.84E-06,-2.05E-05,7.40E-06
275.92,-3.94E-06,-7.93E-06,-1.25E-05,-1.65E-05,-1.32E-06,-5.05E-06,7.55E-06
276.13,-2.86E-06,-3.81E-06,-1.71E-05,-2.15E-05,-4.09E-06,9.70E-06,1.14E-05
276.34,-5.02E-06,-1.82E-06,-1.66E-05,-2.16E-05,1.66E-05,1.73E-05,1.27E-05
276.55,-7.06E-06,1.88E-06,-1.40E-05,-1.58E-05,3.72E-05,2.49E-05,1.23E-05
276.75,-8.24E-06,2.72E-07,-1.28E-05,-1.25E-05,5.78E-05,3.25E-05,1.17E-05
276.96,-4.41E-06,-5.42E-06,-1.40E-05,-1.43E-05,6.66E-05,2.74E-05,1.36E-05
277.17,-4.67E-06,-7.08E-06,-1.12E-05,-1.56E-05,5.85E-05,4.02E-06,1.10E-05
277.38,-5.04E-06,-4.02E-06,-9.04E-06,-9.25E-06,5.03E-05,-1.93E-05,1.36E-05
277.59,-7.74E-06,-1.43E-05,-9.68E-06,-1.07E-05,4.22E-05,-4.27E-05,6.54E-06
277.79,-6.66E-06,-1.15E-05,-2.13E-06,-1.07E-05,5.47E-05,-3.07E-05,4.41E-06
278,-8.06E-06,-1.04E-05,-5.99E-06,-1.79E-05,7.48E-05,-5.72E-06,5.37E-06
278.21,-7.61E-06,-9.28E-06,-6.03E-06,-1.82E-05,9.49E-05,1.93E-05,6.22E-06
278.42,-8.74E-06,-1.17E-05,-4.70E-06,-1.45E-05,0.00011252,4.30E-05,2.00E-06
278.63,-6.70E-06,-6.55E-06,-3.73E-06,-1.90E-05,8.40E-05,4.33E-05,4.87E-06
278.84,-9.75E-06,-2.61E-06,-2.34E-06,-1.24E-05,5.54E-05,4.36E-05,3.45E-06
279.04,-1.02E-05,-3.46E-06,-2.34E-07,-9.92E-06,2.69E-05,4.38E-05,3.71E-06
279.25,-1.05E-05,3.95E-06,-2.45E-06,-7.82E-06,9.91E-06,4.25E-05,3.03E-06
279.46,-8.10E-06,-2.77E-06,-4.33E-06,-4.70E-06,1.24E-05,3.84E-05,4.29E-06
279.67,-6.29E-06,1.54E-05,-7.60E-06,-4.98E-06,1.48E-05,3.43E-05,1.49E-05
279.88,-1.02E-06,1.94E-05,-7.90E-06,-6.53E-06,1.73E-05,3.02E-05,1.72E-05
280.09,-6.99E-08,2.17E-05,-3.37E-06,-3.23E-06,2.33E-05,4.28E-05,1.05E-05
280.29,-5.93E-07,1.84E-05,-6.12E-06,-1.65E-06,3.09E-05,6.27E-05,7.12E-06
280.5,3.79E-06,2.27E-05,-1.47E-05,-1.09E-05,3.85E-05,8.25E-05,1.13E-05
280.71,2.42E-06,1.71E-05,-1.88E-05,-1.16E-05,4.55E-05,0.00010182,9.77E-06
280.92,4.67E-06,1.83E-05,-2.24E-05,-1.44E-05,1.96E-05,9.31E-05,1.24E-05
281.13,4.71E-06,2.43E-05,-2.90E-05,-2.31E-05,-6.23E-06,8.44E-05,1.14E-05
281.34,7.28E-06,2.07E-05,-3.25E-05,-2.83E-05,-3.21E-05,7.57E-05,1.70E-05
281.54,3.40E-06,2.19E-05,-2.91E-05,-2.87E-05,-4.57E-05,6.56E-05,1.37E-05
281.75,4.63E-06,9.52E-06,-2.73E-05,-2.67E-05,-3.62E-05,5.28E-05,8.17E-06
281.96,-8.84E-07,5.23E-06,-2.63E-05,-2.56E-05,-2.67E-05,4.00E-05,3.14E-06
282.17,-1.36E-06,7.19E-06,-2.88E-05,-2.54E-05,-1.71E-05,2.72E-05,9.12E-06
282.38,-1.27E-06,8.70E-06,-2.12E-05,-1.95E-05,-1.75E-05,1.48E-05,1.02E-05
282.59,-2.13E-06,1.03E-05,-2.04E-05,-1.56E-05,-2.26E-05,2.52E-06,8.96E-06
282.8,2.25E-06,1.44E-05,-2.33E-05,-1.55E-05,-2.78E-05,-9.73E-06,1.10E-05
283,6.41E-06,7.96E-06,-1.98E-05,-2.04E-05,-3.30E-05,-2.20E-05,7.12E-06
283.21,2.66E-06,8.97E-06,-1.70E-05,-1.98E-05,-4.63E-05,-3.21E-05,6.82E-06
283.42,-3.45E-06,3.94E-06,-1.26E-05,-1.83E-05,-5.97E-05,-4.21E-05,3.01E-06
283.63,-1.00E-06,1.12E-05,-1.66E-05,-2.26E-05,-7.30E-05,-5.22E-05,1.15E-05
283.84,1.89E-06,2.10E-05,-1.80E-05,-2.39E-05,-7.95E-05,-5.37E-05,1.25E-05
284.05,5.12E-06,2.23E-05,-2.08E-05,-2.35E-05,-7.19E-05,-3.73E-05,1.46E-05
284.26,7.47E-06,1.77E-05,-1.74E-05,-2.25E-05,-6.43E-05,-2.10E-05,1.35E-05
284.46,7.21E-06,1.65E-05,-1.70E-05,-2.81E-05,-5.66E-05,-4.62E-06,1.10E-05
284.67,8.72E-06,1.04E-05,-1.37E-05,-2.48E-05,-4.94E-05,-2.75E-06,1.24E-05
284.88,8.44E-06,4.31E-06,-8.65E-06,-2.04E-05,-4.23E-05,-8.48E-06,9.04E-06
285.09,7.49E-06,-1.97E-06,-1.40E-05,-2.37E-05,-3.52E-05,-1.42E-05,8.97E-06
285.3,6.69E-06,-3.14E-06,-9.08E-06,-1.71E-05,-2.81E-05,-1.99E-05,7.45E-06
285.51,1.14E-05,1.54E-07,-1.43E-05,-1.82E-05,-2.56E-05,-2.16E-05,1.12E-05
285.72,1.11E-05,-5.11E-06,-1.00E-05,-1.28E-05,-2.31E-05,-2.32E-05,5.42E-06
285.93,1.03E-05,-8.19E-06,-1.02E-05,-1.48E-05,-2.07E-05,-2.49E-05,5.96E-06
286.13,5.68E-06,-1.16E-05,-7.19E-06,-1.68E-05,-1.03E-05,-2.17E-05,2.12E-06
286.34,3.03E-06,-9.61E-06,-3.78E-06,-1.44E-05,1.69E-05,-8.04E-06,1.58E-07
286.55,2.41E-06,-9.26E-06,-5.84E-06,-1.13E-05,4.42E-05,5.59E-06,2.39E-06
286.76,3.00E-06,-5.11E-06,-8.76E-06,-1.36E-05,7.15E-05,1.92E-05,1.10E-06
286.97,2.88E-06,-4.13E-06,-7.92E-06,-1.27E-05,5.48E-05,9.64E-06,1.96E-06
287.18,2.53E-06,-2.90E-06,-4.49E-06,-1.06E-05,1.44E-05,-1.24E-05,1.03E-07
287.39,2.72E-06,-5.87E-06,-5.03E-06,-8.81E-06,-2.60E-05,-3.45E-05,1.62E-07
287.6,2.27E-06,-3.53E-06,-1.54E-06,-1.08E-05,-6.63E-05,-5.66E-05,-7.93E-06
287.81,4.64E-07,-4.73E-06,-1.25E-06,-1.18E-05,-6.40E-05,-3.53E-05,-1.05E-05
288.01,-3.15E-06,-3.13E-06,-4.64E-06,-8.92E-06,-6.10E-05,-1.32E-05,-8.50E-06
288.22,3.59E-06,4.40E-06,-9.63E-06,-1.16E-05,-5.80E-05,8.92E-06,-1.80E-06
288.43,5.83E-07,-2.22E-06,-1.06E-05,-9.98E-06,-5.84E-05,2.95E-05,-6.08E-06
288.64,2.79E-07,-1.84E-06,-1.10E-05,-9.22E-06,-6.61E-05,4.70E-05,-3.58E-06
288.85,-3.31E-06,1.70E-06,-7.26E-06,-1.25E-05,-7.37E-05,6.45E-05,-2.16E-06
289.06,-6.93E-06,3.91E-06,-6.17E-06,-1.86E-05,-8.13E-05,8.19E-05,-1.62E-06
289.27,-3.67E-06,1.59E-06,-1.18E-05,-2.65E-05,-7.97E-05,7.91E-05,2.89E-07
289.48,-3.93E-06,7.28E-06,-1.40E-05,-2.84E-05,-7.32E-05,6.54E-05,3.95E-06
289.69,-3.84E-06,6.55E-06,-9.31E-06,-1.63E-05,-6.66E-05,5.18E-05,9.86E-06
289.9,-4.09E-07,4.80E-06,-1.05E-05,-1.92E-05,-6.01E-05,3.81E-05,8.64E-06
290.1,4.51E-06,3.31E-06,-1.16E-05,-2.36E-05,-4.24E-05,4.96E-05,1.05E-05
290.31,1.23E-06,-3.41E-06,-1.10E-05,-1.66E-05,-2.47E-05,6.14E-05,8.73E-06
290.52,6.42E-06,7.20E-07,-1.27E-05,-1.79E-05,-6.94E-06,7.31E-05,-7.50E-05
290.73,3.92E-06,-3.76E-06,-1.29E-05,-1.59E-05,3.75E-06,7.39E-05,-7.93E-05
290.94,4.49E-06,-1.68E-05,-1.29E-05,-8.19E-06,-7.45E-08,5.24E-05,-8.20E-05
291.15,6.96E-06,-1.46E-05,-1.84E-05,-7.41E-06,-3.90E-06,3.08E-05,-7.99E-05
291.36,2.20E-06,-1.00E-05,-1.31E-05,2.19E-06,-7.72E-06,9.21E-06,-8.13E-05
291.57,4.56E-06,-1.40E-05,-2.07E-05,-5.87E-06,-1.85E-05,1.09E-05,-8.23E-05
291.78,-9.44E-07,-2.24E-05,-2.08E-05,-7.55E-06,-3.27E-05,2.43E-05,-8.88E-05
291.99,-3.11E-06,-1.80E-05,-2.10E-05,-3.15E-06,-4.69E-05,3.77E-05,-8.57E-05
292.2,-8.22E-06,-1.94E-05,-1.88E-05,-4.13E-06,-6.10E-05,5.09E-05,-9.10E-05
292.41,-1.07E-05,-1.62E-05,-1.63E-05,-4.57E-06,-5.85E-05,2.55E-05,-9.29E-05
292.62,-1.55E-05,-1.28E-05,-1.29E-05,-2.77E-06,-5.61E-05,3.78E-08,-2.72E-06
292.83,-1.03E-05,-4.99E-06,-1.07E-05,-3.10E-06,-5.36E-05,-2.54E-05,2.01E-06
293.03,-9.74E-06,5.83E-06,-1.73E-05,-8.96E-06,-4.90E-05,-4.02E-05,2.13E-06
293.24,-9.81E-06,3.07E-06,-1.45E-05,-7.68E-06,-4.02E-05,-3.50E-05,-2.14E-06
293.45,-9.16E-06,1.11E-06,-1.50E-05,-1.27E-05,-3.15E-05,-2.98E-05,-2.41E-07
293.66,-1.15E-05,2.65E-06,-7.56E-06,2.97E-05,-2.27E-05,-2.46E-05,-2.42E-05
293.87,-7.95E-06,1.15E-05,-9.90E-06,2.89E-05,-1.89E-05,-2.15E-05,-1.78E-05
294.08,-8.48E-06,4.40E-06,-1.17E-05,2.25E-05,-1.72E-05,-1.93E-05,-1.73E-05
294.29,-8.11E-06,7.53E-06,-8.98E-06,2.24E-05,-1.56E-05,-1.71E-05,-1.81E-05
294.5,-4.63E-06,1.16E-05,-8.46E-06,2.28E-05,-1.39E-05,-1.50E-05,-1.70E-05
294.71,-1.38E-06,1.32E-05,-1.56E-05,2.23E-05,-1.17E-05,-1.47E-05,-1.60E-05
294.92,-4.10E-07,5.41E-06,-1.67E-05,2.14E-05,-9.56E-06,-1.44E-05,-1.78E-05
295.13,-4.00E-06,-4.56E-07,-8.32E-06,2.93E-05,-7.37E-06,-1.42E-05,-2.06E-05
295.34,-4.11E-06,1.22E-06,-1.11E-05,2.95E-05,2.39E-06,-1.59E-05,-1.41E-05
295.55,-2.63E-06,9.66E-06,-1.57E-05,3.53E-05,2.48E-05,-2.11E-05,-9.55E-06
295.76,-1.15E-06,5.65E-06,-1.72E-05,1.94E-06,4.73E-05,-2.63E-05,1.29E-05
295.97,-1.43E-06,5.85E-06,-1.99E-05,7.06E-07,6.97E-05,-3.15E-05,1.36E-05
296.18,5.14E-07,1.29E-05,-2.04E-05,5.30E-06,4.71E-05,-2.14E-05,1.18E-05
296.39,-1.27E-06,9.38E-06,-2.14E-05,1.27E-05,6.86E-06,-5.25E-06,3.25E-06
296.6,-6.46E-08,7.78E-07,-2.45E-05,5.95E-06,-3.34E-05,1.09E-05,1.16E-06
296.81,5.46E-06,-5.98E-07,-2.49E-05,-3.58E-06,-6.93E-05,2.64E-05,-4.37E-07
297.02,7.80E-07,1.09E-06,-2.66E-05,-6.12E-06,-4.24E-05,3.33E-05,-2.98E-06
297.22,4.79E-06,4.09E-06,-2.73E-05,-1.43E-05,-1.56E-05,4.01E-05,-1.90E-07
297.43,4.36E-06,-6.09E-07,-2.40E-05,-1.67E-05,1.12E-05,4.70E-05,-3.33E-06
297.64,4.55E-06,-6.97E-06,-2.03E-05,-1.91E-05,1.69E-05,5.31E-05,-7.06E-06
297.85,7.11E-05,-1.94E-06,-2.39E-05,-2.75E-05,-7.78E-06,5.83E-05,7.88E-05
298.06,7.01E-05,-9.43E-07,-2.11E-05,-2.91E-05,-3.24E-05,6.35E-05,7.50E-05
298.27,6.99E-05,-3.13E-06,-2.24E-05,-3.43E-05,-5.71E-05,6.87E-05,7.54E-05
298.48,7.30E-05,-1.61E-06,-2.16E-05,-3.73E-05,-5.55E-05,6.42E-05,8.53E-05
298.69,7.22E-05,6.07E-06,-1.81E-05,-2.77E-05,-4.57E-05,5.65E-05,8.83E-05
298.9,6.31E-05,-5.14E-07,-1.35E-05,-2.25E-05,-3.58E-05,4.88E-05,8.36E-05
299.11,6.54E-05,7.34E-06,-1.10E-05,-1.92E-05,-2.55E-05,4.08E-05,8.60E-05
299.32,6.36E-05,4.39E-06,-1.47E-05,-1.64E-05,-1.18E-05,2.99E-05,7.38E-05
299.53,5.99E-05,7.31E-06,-1.30E-05,-9.56E-06,1.88E-06,1.89E-05,7.19E-05
299.74,6.13E-05,1.14E-05,-1.15E-05,-2.90E-06,1.56E-05,7.94E-06,7.63E-05
299.95,-5.06E-06,8.31E-06,-3.03E-06,5.81E-06,2.83E-05,4.13E-06,-1.21E-05
300.16,-1.96E-06,1.06E-05,-2.96E-06,8.04E-06,3.98E-05,8.79E-06,-1.01E-05
300.37,-1.71E-06,1.57E-05,1.16E-06,1.16E-05,5.13E-05,1.35E-05,-1.19E-05
300.58,-5.69E-07,1.46E-05,2.21E-06,1.06E-05,6.28E-05,1.81E-05,-1.28E-05
300.79,-4.03E-06,1.04E-05,1.71E-06,4.56E-06,4.99E-05,1.28E-05,-1.53E-05
301,7.23E-07,1.45E-05,4.10E-07,5.09E-06,3.13E-05,5.12E-06,-1.10E-05
301.21,-1.27E-06,1.13E-05,-4.18E-06,3.47E-06,1.26E-05,-2.56E-06,-1.21E-05
301.42,-4.50E-07,1.81E-05,-4.72E-06,2.10E-06,-2.91E-06,-9.04E-06,3.52E-06
301.63,-5.44E-07,1.89E-05,-6.99E-06,-1.19E-06,-2.36E-06,-9.32E-06,3.19E-06
301.84,-1.25E-06,1.43E-05,-1.06E-05,-8.05E-06,-1.82E-06,-9.59E-06,9.45E-07
302.05,-1.44E-07,1.59E-05,-1.16E-05,-5.29E-06,-1.27E-06,-9.87E-06,3.00E-06
302.26,-2.12E-07,1.26E-05,-9.91E-06,-4.75E-06,2.24E-06,-8.46E-07,2.27E-06
302.47,-5.68E-07,1.20E-05,-1.65E-05,-9.18E-06,8.55E-06,1.70E-05,8.33E-06
302.68,-1.63E-06,1.81E-05,-1.94E-05,-3.93E-06,1.49E-05,3.48E-05,2.29E-05
302.89,9.62E-07,1.52E-05,-1.96E-05,-2.73E-06,2.12E-05,5.26E-05,2.47E-05
303.1,-6.81E-08,1.67E-05,-1.98E-05,1.09E-06,2.03E-05,3.55E-05,2.32E-05
303.31,3.50E-06,1.78E-05,-2.04E-05,-5.06E-06,1.84E-05,1.30E-05,2.41E-05
303.52,4.75E-07,1.68E-05,-1.52E-05,9.93E-07,1.65E-05,-9.51E-06,2.07E-05
303.73,-1.52E-06,1.61E-05,-1.30E-05,2.68E-06,1.06E-05,-2.40E-05,2.09E-05
303.94,-3.52E-06,1.79E-05,-1.14E-05,2.05E-06,-9.15E-06,-1.06E-05,1.70E-05
304.15,-4.66E-07,1.57E-05,-1.35E-05,-5.19E-06,-2.89E-05,2.88E-06,1.92E-05
304.36,-1.57E-06,1.81E-05,-1.44E-05,-8.18E-06,-4.87E-05,1.63E-05,2.16E-05
304.57,-1.41E-06,1.63E-05,-7.58E-06,-1.17E-06,-5.67E-05,1.63E-05,1.59E-05
304.78,5.75E-07,1.45E-05,-1.08E-05,-7.45E-06,-5.61E-05,6.41E-06,6.05E-06
304.99,-9.34E-07,1.45E-05,-1.37E-05,-5.21E-06,-5.56E-05,-3.48E-06,5.04E-06
305.2,1.30E-07,1.63E-05,-1.47E-05,-4.42E-06,-5.50E-05,-1.34E-05,6.34E-06
305.41,-2.50E-06,1.48E-05,-1.10E-05,-1.94E-06,-6.14E-05,-2.45E-06,6.26E-06
305.62,1.29E-06,1.41E-05,-1.25E-05,1.57E-07,-6.83E-05,9.91E-06,8.27E-06
305.84,1.43E-05,1.11E-05,-1.35E-05,1.51E-06,-7.51E-05,2.23E-05,8.05E-06
306.05,1.17E-05,8.13E-06,-1.01E-05,5.00E-06,-7.34E-05,2.63E-05,1.56E-05
306.26,8.92E-06,9.39E-06,-1.36E-05,7.28E-06,-5.09E-05,1.00E-05,1.56E-05
306.47,1.01E-05,1.17E-05,-1.25E-05,6.84E-06,-2.84E-05,-6.16E-06,1.51E-05
306.68,8.84E-06,1.37E-05,-1.59E-05,2.80E-06,-5.84E-06,-2.24E-05,1.62E-05
306.89,6.89E-06,1.17E-05,-1.02E-05,8.66E-06,-1.23E-05,-1.37E-05,-1.99E-05
307.1,9.26E-06,1.26E-05,-8.72E-06,6.22E-06,-3.43E-05,8.31E-06,-1.39E-05
307.31,8.60E-06,2.22E-05,-9.69E-06,1.21E-06,-5.63E-05,3.03E-05,-9.77E-06
307.52,1.33E-05,2.49E-05,-1.43E-05,2.22E-06,-7.78E-05,5.18E-05,-8.62E-06
307.73,1.38E-05,1.73E-05,-1.82E-05,-1.16E-05,-5.77E-05,3.67E-05,-1.12E-05
307.94,3.74E-06,1.61E-05,-1.60E-05,-1.14E-05,-3.76E-05,2.16E-05,-1.15E-05
308.15,6.48E-06,2.38E-05,-2.19E-05,-1.77E-05,-1.76E-05,6.48E-06,-1.63E-05
308.36,1.05E-06,2.41E-05,-1.71E-05,-1.41E-05,2.18E-08,-3.10E-06,-1.81E-05
308.57,2.51E-06,1.77E-05,-1.79E-05,-1.52E-05,1.35E-05,-3.38E-06,-2.07E-05
308.78,-1.09E-06,1.17E-05,-1.21E-05,-9.88E-06,2.70E-05,-3.65E-06,-2.48E-05
308.99,-1.02E-06,9.95E-06,-1.66E-05,-1.96E-05,4.04E-05,-3.93E-06,6.15E-06
309.2,-2.49E-06,4.96E-06,-1.70E-05,-1.97E-05,2.18E-05,8.52E-06,-8.54E-07
309.41,-5.51E-06,-1.03E-05,-1.22E-05,-1.86E-05,-8.46E-06,2.56E-05,-7.04E-06
309.62,-1.28E-05,-2.23E-05,-7.63E-06,-2.11E-05,-3.87E-05,4.26E-05,-9.05E-06
309.83,-1.52E-05,-1.85E-05,-1.74E-06,-1.24E-05,-6.35E-05,5.57E-05,-8.08E-06
310.05,-1.40E-05,-1.78E-05,-4.86E-06,-1.46E-05,-3.79E-05,3.26E-05,-8.06E-06
310.26,-1.47E-05,-2.09E-05,-1.72E-06,-7.50E-06,-1.24E-05,9.54E-06,-7.81E-06
310.47,-1.25E-05,-1.67E-05,-4.34E-06,-1.13E-05,1.32E-05,-1.36E-05,1.17E-05
310.68,-1.57E-05,-1.47E-05,-3.21E-06,-7.02E-06,2.09E-05,-2.46E-05,1.41E-05
310.89,-1.17E-05,-1.01E-05,-4.54E-06,-5.10E-06,7.70E-06,-2.16E-05,1.94E-05
311.1,-1.12E-05,-1.27E-05,3.46E-06,1.83E-06,-5.50E-06,-1.86E-05,1.85E-05
311.31,-1.19E-05,-6.76E-06,2.81E-06,-3.29E-06,-1.87E-05,-1.55E-05,1.98E-05
311.52,-9.09E-06,-3.37E-06,-4.80E-06,-7.20E-06,-1.92E-05,-2.73E-05,2.62E-05
311.73,-8.66E-06,1.43E-06,-4.62E-06,-6.85E-06,-1.70E-05,-4.21E-05,2.48E-05
311.94,-8.87E-06,1.66E-06,-8.83E-06,-7.28E-06,-1.48E-05,-5.70E-05,2.57E-05
312.15,-8.72E-06,8.33E-06,-8.54E-06,-1.15E-05,-1.23E-05,-6.58E-05,2.84E-05
